Address,Building_Number,City,Recipient,Street_Name_old,Street_Name,type_voie,Zip_Code,Country,repetition
"Boulangerie Paul, 128 Rue du Faubourg Saint-Antoine, 13006 Marseille, France",128,Marseille,Boulangerie Paul,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,13006,France,
"Sophie Martin, 213 Avenue Victor Hugo, 35000 Rennes, France",213,Rennes,Sophie Martin,Avenue Victor Hugo,Victor Hugo,Avenue,35000,France,
"Garage Renault, 101 Boulevard Saint-Michel, 67000 Strasbourg, France",101,Strasbourg,Garage Renault,Boulevard Saint-Michel,Saint-Michel,Boulevard,67000,France,
"Garage Renault, 229 Rue de Rivoli, 75001 Paris, France",229,Paris,Garage Renault,Rue de Rivoli,de Rivoli,Rue,75001,France,
"51 Rue Saint-Honoré, 75001 Paris, France",51,Paris,,Rue Saint-Honoré,Saint-Honoré,Rue,75001,France,
"Laurent Bernard, 159 Boulevard Haussmann, 59000 Lille, France",159,Lille,Laurent Bernard,Boulevard Haussmann,Haussmann,Boulevard,59000,France,
"Tech Innov, 73 Rue de Rivoli, 75001 Paris, France",73,Paris,Tech Innov,Rue de Rivoli,de Rivoli,Rue,75001,France,
"Jean Dupont, 243 Avenue Victor Hugo, 75001 Paris, France",243,Paris,Jean Dupont,Avenue Victor Hugo,Victor Hugo,Avenue,75001,France,
"Supermarché Carrefour, 170 Place de la République, 67000 Strasbourg, France",170,Strasbourg,Supermarché Carrefour,Place de la République,de la République,Place,67000,France,
"223 Rue Saint-Honoré, 44000 Nantes, France",223,Nantes,,Rue Saint-Honoré,Saint-Honoré,Rue,44000,France,
"Garage Renault, 97 Rue de la Paix, 75001 Paris, France",97,Paris,Garage Renault,Rue de la Paix,de la Paix,Rue,75001,France,
"Jean Dupont, 96 Rue de la Paix, 35000 Rennes, France",96,Rennes,Jean Dupont,Rue de la Paix,de la Paix,Rue,35000,France,
"Garage Renault, 68 Avenue des Champs-Élysées, 44000 Nantes, France",68,Nantes,Garage Renault,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,44000,France,
"242 Place de la République, 69002 Lyon, France",242,Lyon,,Place de la République,de la République,Place,69002,France,
"Garage Renault, 78 Rue Saint-Honoré, 35000 Rennes, France",78,Rennes,Garage Renault,Rue Saint-Honoré,Saint-Honoré,Rue,35000,France,
"201 Rue du Faubourg Saint-Antoine, 06000 Nice, France",201,Nice,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,06000,France,
"32 Avenue Victor Hugo, 69002 Lyon, France",32,Lyon,,Avenue Victor Hugo,Victor Hugo,Avenue,69002,France,
"Boulangerie Paul, 166 Rue du Faubourg Saint-Antoine, 75001 Paris, France",166,Paris,Boulangerie Paul,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,75001,France,
"Supermarché Carrefour, 95 Rue de la Paix, 67000 Strasbourg, France",95,Strasbourg,Supermarché Carrefour,Rue de la Paix,de la Paix,Rue,67000,France,
"Pierre Lefevre, 173 Rue de Rivoli, 44000 Nantes, France",173,Nantes,Pierre Lefevre,Rue de Rivoli,de Rivoli,Rue,44000,France,
"73 Avenue Montaigne, 35000 Rennes, France",73,Rennes,,Avenue Montaigne,Montaigne,Avenue,35000,France,
"Supermarché Carrefour, 59 Rue de Rivoli, 06000 Nice, France",59,Nice,Supermarché Carrefour,Rue de Rivoli,de Rivoli,Rue,06000,France,
"Tech Innov, 140 Rue de la Paix, 59000 Lille, France",140,Lille,Tech Innov,Rue de la Paix,de la Paix,Rue,59000,France,
"113 Boulevard Saint-Michel, 59000 Lille, France",113,Lille,,Boulevard Saint-Michel,Saint-Michel,Boulevard,59000,France,
"124 Boulevard Haussmann, 31000 Toulouse, France",124,Toulouse,,Boulevard Haussmann,Haussmann,Boulevard,31000,France,
"Supermarché Carrefour, 39 Rue de Rivoli, 75001 Paris, France",39,Paris,Supermarché Carrefour,Rue de Rivoli,de Rivoli,Rue,75001,France,
"Sophie Martin, 49 Boulevard Saint-Michel, 33000 Bordeaux, France",49,Bordeaux,Sophie Martin,Boulevard Saint-Michel,Saint-Michel,Boulevard,33000,France,
"44 Rue de la Paix, 59000 Lille, France",44,Lille,,Rue de la Paix,de la Paix,Rue,59000,France,
"Tech Innov, 81 Rue Saint-Honoré, 75001 Paris, France",81,Paris,Tech Innov,Rue Saint-Honoré,Saint-Honoré,Rue,75001,France,
"90 Place de la République, 69002 Lyon, France",90,Lyon,,Place de la République,de la République,Place,69002,France,
"Supermarché Carrefour, 18 Boulevard Haussmann, 67000 Strasbourg, France",18,Strasbourg,Supermarché Carrefour,Boulevard Haussmann,Haussmann,Boulevard,67000,France,
"Nathalie Dubois, 184 Rue de la Paix, 59000 Lille, France",184,Lille,Nathalie Dubois,Rue de la Paix,de la Paix,Rue,59000,France,
"Pierre Lefevre, 160 Boulevard Haussmann, 44000 Nantes, France",160,Nantes,Pierre Lefevre,Boulevard Haussmann,Haussmann,Boulevard,44000,France,
"Boulangerie Paul, 221 Rue Saint-Honoré, 69002 Lyon, France",221,Lyon,Boulangerie Paul,Rue Saint-Honoré,Saint-Honoré,Rue,69002,France,
"Pharmacie Centrale, 93 Rue de Rivoli, 44000 Nantes, France",93,Nantes,Pharmacie Centrale,Rue de Rivoli,de Rivoli,Rue,44000,France,
"41 Rue Saint-Honoré, 06000 Nice, France",41,Nice,,Rue Saint-Honoré,Saint-Honoré,Rue,06000,France,
"Sophie Martin, 24 Rue du Faubourg Saint-Antoine, 35000 Rennes, France",24,Rennes,Sophie Martin,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,35000,France,
"Pharmacie Centrale, 162 Rue de Rivoli, 13006 Marseille, France",162,Marseille,Pharmacie Centrale,Rue de Rivoli,de Rivoli,Rue,13006,France,
"98 Rue du Faubourg Saint-Antoine, 59000 Lille, France",98,Lille,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,59000,France,
"Pierre Lefevre, 172 Rue Saint-Honoré, 44000 Nantes, France",172,Nantes,Pierre Lefevre,Rue Saint-Honoré,Saint-Honoré,Rue,44000,France,
"221 Rue du Faubourg Saint-Antoine, 44000 Nantes, France",221,Nantes,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,44000,France,
"Pierre Lefevre, 81 Rue Saint-Honoré, 35000 Rennes, France",81,Rennes,Pierre Lefevre,Rue Saint-Honoré,Saint-Honoré,Rue,35000,France,
"117 Place de la République, 31000 Toulouse, France",117,Toulouse,,Place de la République,de la République,Place,31000,France,
"144 Rue Saint-Honoré, 31000 Toulouse, France",144,Toulouse,,Rue Saint-Honoré,Saint-Honoré,Rue,31000,France,
"Jean Dupont, 215 Place de la République, 35000 Rennes, France",215,Rennes,Jean Dupont,Place de la République,de la République,Place,35000,France,
"Sophie Martin, 15 Boulevard Saint-Michel, 31000 Toulouse, France",15,Toulouse,Sophie Martin,Boulevard Saint-Michel,Saint-Michel,Boulevard,31000,France,
"Tech Innov, 147 Rue Saint-Honoré, 06000 Nice, France",147,Nice,Tech Innov,Rue Saint-Honoré,Saint-Honoré,Rue,06000,France,
"Tech Innov, 160 Avenue Montaigne, 67000 Strasbourg, France",160,Strasbourg,Tech Innov,Avenue Montaigne,Montaigne,Avenue,67000,France,
"Jean Dupont, 190 Avenue des Champs-Élysées, 69002 Lyon, France",190,Lyon,Jean Dupont,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,69002,France,
"5 Rue de Rivoli, 67000 Strasbourg, France",5,Strasbourg,,Rue de Rivoli,de Rivoli,Rue,67000,France,
"Laurent Bernard, 108 Boulevard Haussmann, 59000 Lille, France",108,Lille,Laurent Bernard,Boulevard Haussmann,Haussmann,Boulevard,59000,France,
"Pharmacie Centrale, 74 Avenue Victor Hugo, 75001 Paris, France",74,Paris,Pharmacie Centrale,Avenue Victor Hugo,Victor Hugo,Avenue,75001,France,
"220 Boulevard Haussmann, 67000 Strasbourg, France",220,Strasbourg,,Boulevard Haussmann,Haussmann,Boulevard,67000,France,
"106 Boulevard Saint-Michel, 75001 Paris, France",106,Paris,,Boulevard Saint-Michel,Saint-Michel,Boulevard,75001,France,
"Sophie Martin, 86 Rue du Faubourg Saint-Antoine, 67000 Strasbourg, France",86,Strasbourg,Sophie Martin,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,67000,France,
"Tech Innov, 157 Rue de Rivoli, 59000 Lille, France",157,Lille,Tech Innov,Rue de Rivoli,de Rivoli,Rue,59000,France,
"Tech Innov, 118 Avenue des Champs-Élysées, 59000 Lille, France",118,Lille,Tech Innov,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,59000,France,
"Sophie Martin, 240 Boulevard Haussmann, 33000 Bordeaux, France",240,Bordeaux,Sophie Martin,Boulevard Haussmann,Haussmann,Boulevard,33000,France,
"238 Place de la République, 69002 Lyon, France",238,Lyon,,Place de la République,de la République,Place,69002,France,
"Pierre Lefevre, 59 Boulevard Saint-Michel, 06000 Nice, France",59,Nice,Pierre Lefevre,Boulevard Saint-Michel,Saint-Michel,Boulevard,06000,France,
"Nathalie Dubois, 189 Rue du Faubourg Saint-Antoine, 13006 Marseille, France",189,Marseille,Nathalie Dubois,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,13006,France,
"113 Avenue des Champs-Élysées, 59000 Lille, France",113,Lille,,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,59000,France,
"137 Avenue Victor Hugo, 69002 Lyon, France",137,Lyon,,Avenue Victor Hugo,Victor Hugo,Avenue,69002,France,
"Sophie Martin, 244 Avenue Montaigne, 59000 Lille, France",244,Lille,Sophie Martin,Avenue Montaigne,Montaigne,Avenue,59000,France,
"1 Rue du Faubourg Saint-Antoine, 33000 Bordeaux, France",1,Bordeaux,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,33000,France,
"Garage Renault, 136 Rue Saint-Honoré, 69002 Lyon, France",136,Lyon,Garage Renault,Rue Saint-Honoré,Saint-Honoré,Rue,69002,France,
"204 Rue de la Paix, 31000 Toulouse, France",204,Toulouse,,Rue de la Paix,de la Paix,Rue,31000,France,
"Pierre Lefevre, 104 Avenue Montaigne, 31000 Toulouse, France",104,Toulouse,Pierre Lefevre,Avenue Montaigne,Montaigne,Avenue,31000,France,
"Nathalie Dubois, 97 Rue de Rivoli, 75001 Paris, France",97,Paris,Nathalie Dubois,Rue de Rivoli,de Rivoli,Rue,75001,France,
"Sophie Martin, 183 Avenue Victor Hugo, 69002 Lyon, France",183,Lyon,Sophie Martin,Avenue Victor Hugo,Victor Hugo,Avenue,69002,France,
"Boulangerie Paul, 96 Boulevard Saint-Michel, 33000 Bordeaux, France",96,Bordeaux,Boulangerie Paul,Boulevard Saint-Michel,Saint-Michel,Boulevard,33000,France,
"111 Rue du Faubourg Saint-Antoine, 35000 Rennes, France",111,Rennes,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,35000,France,
"202 Avenue Montaigne, 44000 Nantes, France",202,Nantes,,Avenue Montaigne,Montaigne,Avenue,44000,France,
"70 Rue du Faubourg Saint-Antoine, 31000 Toulouse, France",70,Toulouse,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,31000,France,
"90 Avenue Victor Hugo, 69002 Lyon, France",90,Lyon,,Avenue Victor Hugo,Victor Hugo,Avenue,69002,France,
"189 Boulevard Haussmann, 59000 Lille, France",189,Lille,,Boulevard Haussmann,Haussmann,Boulevard,59000,France,
"177 Avenue Victor Hugo, 69002 Lyon, France",177,Lyon,,Avenue Victor Hugo,Victor Hugo,Avenue,69002,France,
"Laurent Bernard, 65 Avenue Victor Hugo, 06000 Nice, France",65,Nice,Laurent Bernard,Avenue Victor Hugo,Victor Hugo,Avenue,06000,France,
"Pharmacie Centrale, 33 Rue de Rivoli, 31000 Toulouse, France",33,Toulouse,Pharmacie Centrale,Rue de Rivoli,de Rivoli,Rue,31000,France,
"19 Boulevard Saint-Michel, 33000 Bordeaux, France",19,Bordeaux,,Boulevard Saint-Michel,Saint-Michel,Boulevard,33000,France,
"Sophie Martin, 133 Avenue Victor Hugo, 06000 Nice, France",133,Nice,Sophie Martin,Avenue Victor Hugo,Victor Hugo,Avenue,06000,France,
"10 Boulevard Haussmann, 44000 Nantes, France",10,Nantes,,Boulevard Haussmann,Haussmann,Boulevard,44000,France,
"Supermarché Carrefour, 66 Rue de la Paix, 44000 Nantes, France",66,Nantes,Supermarché Carrefour,Rue de la Paix,de la Paix,Rue,44000,France,
"Pharmacie Centrale, 166 Avenue Victor Hugo, 31000 Toulouse, France",166,Toulouse,Pharmacie Centrale,Avenue Victor Hugo,Victor Hugo,Avenue,31000,France,
"Tech Innov, 13 Avenue Montaigne, 75001 Paris, France",13,Paris,Tech Innov,Avenue Montaigne,Montaigne,Avenue,75001,France,
"111 Rue du Faubourg Saint-Antoine, 13006 Marseille, France",111,Marseille,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,13006,France,
"161 Boulevard Saint-Michel, 59000 Lille, France",161,Lille,,Boulevard Saint-Michel,Saint-Michel,Boulevard,59000,France,
"Boulangerie Paul, 104 Avenue des Champs-Élysées, 59000 Lille, France",104,Lille,Boulangerie Paul,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,59000,France,
"Garage Renault, 85 Rue de Rivoli, 69002 Lyon, France",85,Lyon,Garage Renault,Rue de Rivoli,de Rivoli,Rue,69002,France,
"74 Rue du Faubourg Saint-Antoine, 06000 Nice, France",74,Nice,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,06000,France,
"144 Boulevard Haussmann, 31000 Toulouse, France",144,Toulouse,,Boulevard Haussmann,Haussmann,Boulevard,31000,France,
"Boulangerie Paul, 199 Place de la République, 31000 Toulouse, France",199,Toulouse,Boulangerie Paul,Place de la République,de la République,Place,31000,France,
"Laurent Bernard, 37 Avenue des Champs-Élysées, 33000 Bordeaux, France",37,Bordeaux,Laurent Bernard,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,33000,France,
"Pharmacie Centrale, 124 Place de la République, 31000 Toulouse, France",124,Toulouse,Pharmacie Centrale,Place de la République,de la République,Place,31000,France,
"Pierre Lefevre, 177 Avenue des Champs-Élysées, 06000 Nice, France",177,Nice,Pierre Lefevre,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,06000,France,
"Pierre Lefevre, 193 Rue de Rivoli, 35000 Rennes, France",193,Rennes,Pierre Lefevre,Rue de Rivoli,de Rivoli,Rue,35000,France,
"Laurent Bernard, 122 Avenue Victor Hugo, 06000 Nice, France",122,Nice,Laurent Bernard,Avenue Victor Hugo,Victor Hugo,Avenue,06000,France,
"Garage Renault, 34 Rue de la Paix, 13006 Marseille, France",34,Marseille,Garage Renault,Rue de la Paix,de la Paix,Rue,13006,France,
"Sophie Martin, 46 Rue Saint-Honoré, 35000 Rennes, France",46,Rennes,Sophie Martin,Rue Saint-Honoré,Saint-Honoré,Rue,35000,France,
"Boulangerie Paul, 232 Rue Saint-Honoré, 31000 Toulouse, France",232,Toulouse,Boulangerie Paul,Rue Saint-Honoré,Saint-Honoré,Rue,31000,France,
"Boulangerie Paul, 205 Avenue Victor Hugo, 06000 Nice, France",205,Nice,Boulangerie Paul,Avenue Victor Hugo,Victor Hugo,Avenue,06000,France,
"Laurent Bernard, 78 Avenue Victor Hugo, 44000 Nantes, France",78,Nantes,Laurent Bernard,Avenue Victor Hugo,Victor Hugo,Avenue,44000,France,
"135 Avenue des Champs-Élysées, 75001 Paris, France",135,Paris,,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,75001,France,
"Pharmacie Centrale, 163 Rue de la Paix, 59000 Lille, France",163,Lille,Pharmacie Centrale,Rue de la Paix,de la Paix,Rue,59000,France,
"199 Rue du Faubourg Saint-Antoine, 59000 Lille, France",199,Lille,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,59000,France,
"Tech Innov, 58 Avenue Victor Hugo, 59000 Lille, France",58,Lille,Tech Innov,Avenue Victor Hugo,Victor Hugo,Avenue,59000,France,
"Nathalie Dubois, 23 Boulevard Haussmann, 67000 Strasbourg, France",23,Strasbourg,Nathalie Dubois,Boulevard Haussmann,Haussmann,Boulevard,67000,France,
"Pharmacie Centrale, 14 Place de la République, 13006 Marseille, France",14,Marseille,Pharmacie Centrale,Place de la République,de la République,Place,13006,France,
"205 Place de la République, 33000 Bordeaux, France",205,Bordeaux,,Place de la République,de la République,Place,33000,France,
"Supermarché Carrefour, 197 Avenue Montaigne, 67000 Strasbourg, France",197,Strasbourg,Supermarché Carrefour,Avenue Montaigne,Montaigne,Avenue,67000,France,
"Garage Renault, 181 Rue du Faubourg Saint-Antoine, 44000 Nantes, France",181,Nantes,Garage Renault,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,44000,France,
"Nathalie Dubois, 237 Rue de la Paix, 06000 Nice, France",237,Nice,Nathalie Dubois,Rue de la Paix,de la Paix,Rue,06000,France,
"Boulangerie Paul, 123 Avenue des Champs-Élysées, 44000 Nantes, France",123,Nantes,Boulangerie Paul,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,44000,France,
"156 Rue du Faubourg Saint-Antoine, 33000 Bordeaux, France",156,Bordeaux,,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,33000,France,
"Boulangerie Paul, 1 Boulevard Haussmann, 67000 Strasbourg, France",1,Strasbourg,Boulangerie Paul,Boulevard Haussmann,Haussmann,Boulevard,67000,France,
"Boulangerie Paul, 97 Rue de Rivoli, 13006 Marseille, France",97,Marseille,Boulangerie Paul,Rue de Rivoli,de Rivoli,Rue,13006,France,
"Sophie Martin, 161 Rue de la Paix, 06000 Nice, France",161,Nice,Sophie Martin,Rue de la Paix,de la Paix,Rue,06000,France,
"Supermarché Carrefour, 142 Rue de la Paix, 35000 Rennes, France",142,Rennes,Supermarché Carrefour,Rue de la Paix,de la Paix,Rue,35000,France,
"Garage Renault, 61 Avenue des Champs-Élysées, 67000 Strasbourg, France",61,Strasbourg,Garage Renault,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,67000,France,
"Pierre Lefevre, 87 Rue Saint-Honoré, 75001 Paris, France",87,Paris,Pierre Lefevre,Rue Saint-Honoré,Saint-Honoré,Rue,75001,France,
"Pharmacie Centrale, 88 Avenue Victor Hugo, 13006 Marseille, France",88,Marseille,Pharmacie Centrale,Avenue Victor Hugo,Victor Hugo,Avenue,13006,France,
"Boulangerie Paul, 82 Rue Saint-Honoré, 44000 Nantes, France",82,Nantes,Boulangerie Paul,Rue Saint-Honoré,Saint-Honoré,Rue,44000,France,
"182 Boulevard Saint-Michel, 13006 Marseille, France",182,Marseille,,Boulevard Saint-Michel,Saint-Michel,Boulevard,13006,France,
"Jean Dupont, 132 Rue du Faubourg Saint-Antoine, 13006 Marseille, France",132,Marseille,Jean Dupont,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,13006,France,
"Sophie Martin, 122 Rue du Faubourg Saint-Antoine, 67000 Strasbourg, France",122,Strasbourg,Sophie Martin,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,67000,France,
"Supermarché Carrefour, 95 Boulevard Saint-Michel, 33000 Bordeaux, France",95,Bordeaux,Supermarché Carrefour,Boulevard Saint-Michel,Saint-Michel,Boulevard,33000,France,
"186 Rue de la Paix, 67000 Strasbourg, France",186,Strasbourg,,Rue de la Paix,de la Paix,Rue,67000,France,
"Boulangerie Paul, 75 Rue du Faubourg Saint-Antoine, 33000 Bordeaux, France",75,Bordeaux,Boulangerie Paul,Rue du Faubourg Saint-Antoine,du Faubourg Saint-Antoine,Rue,33000,France,
"Nathalie Dubois, 151 Avenue des Champs-Élysées, 13006 Marseille, France",151,Marseille,Nathalie Dubois,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,13006,France,
"103 Boulevard Saint-Michel, 33000 Bordeaux, France",103,Bordeaux,,Boulevard Saint-Michel,Saint-Michel,Boulevard,33000,France,
"Tech Innov, 127 Rue de la Paix, 33000 Bordeaux, France",127,Bordeaux,Tech Innov,Rue de la Paix,de la Paix,Rue,33000,France,
"197 Rue Saint-Honoré, 35000 Rennes, France",197,Rennes,,Rue Saint-Honoré,Saint-Honoré,Rue,35000,France,
"Sophie Martin, 245 Avenue des Champs-Élysées, 33000 Bordeaux, France",245,Bordeaux,Sophie Martin,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,33000,France,
"Supermarché Carrefour, 26 Avenue des Champs-Élysées, 75001 Paris, France",26,Paris,Supermarché Carrefour,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,75001,France,
"Nathalie Dubois, 214 Avenue des Champs-Élysées, 06000 Nice, France",214,Nice,Nathalie Dubois,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,06000,France,
"Pierre Lefevre, 178 Boulevard Haussmann, 69002 Lyon, France",178,Lyon,Pierre Lefevre,Boulevard Haussmann,Haussmann,Boulevard,69002,France,
"31 Boulevard Saint-Michel, 67000 Strasbourg, France",31,Strasbourg,,Boulevard Saint-Michel,Saint-Michel,Boulevard,67000,France,
"Jean Dupont, 169 Boulevard Saint-Michel, 31000 Toulouse, France",169,Toulouse,Jean Dupont,Boulevard Saint-Michel,Saint-Michel,Boulevard,31000,France,
"Nathalie Dubois, 180 Avenue des Champs-Élysées, 13006 Marseille, France",180,Marseille,Nathalie Dubois,Avenue des Champs-Élysées,des Champs-Élysées,Avenue,13006,France,
"Sophie Martin, 110 Place de la République, 35000 Rennes, France",110,Rennes,Sophie Martin,Place de la République,de la République,Place,35000,France,
"Tech Innov, 52 Avenue Montaigne, 44000 Nantes, France",52,Nantes,Tech Innov,Avenue Montaigne,Montaigne,Avenue,44000,France,
"70 Avenue Montaigne, 75001 Paris, France",70,Paris,,Avenue Montaigne,Montaigne,Avenue,75001,France,
"Jean Dupont, 164 Avenue Montaigne, 13006 Marseille, France",164,Marseille,Jean Dupont,Avenue Montaigne,Montaigne,Avenue,13006,France,
